time,open,high,low,close,Volume,Volume MA,RSI,CCI,RVI,Histogram,MACD,Signal
1983-05-16T13:30:00Z,1218.17,1220.59,1184.21,1190.01,411950000,427696500,65.91727671532207,84.13805396821135,53.39366478254177,2.560908221010564,56.334122152795544,53.77321393178498
1983-05-23T13:30:00Z,1188.47,1231.91,1176.86,1211.85,487130000,427718000,68.64666597679445,102.27601677046324,60.55341769070522,1.3767139872201497,55.494106415810165,54.117392428590016
1983-05-30T13:30:00Z,1215.85,1217.35,1191.27,1213.03,331230000,420604500,68.79208125987753,90.94619585140696,66.2036671602395,0.1442412676469118,54.29769401314866,54.153452745501745
1983-06-06T13:30:00Z,1212.94,1217.45,1180.89,1196.11,438730000,422121500,64.19452207653666,59.92248151851069,58.25513886112127,-2.209311685106563,51.39181313911854,53.6011248242251
1983-06-13T13:30:00Z,1197.72,1250.7,1197.72,1241.79,500010000,426028500,70.0199928930729,111.69756436874859,61.84656658426495,-1.1421376510247185,52.173452760444206,53.315590411468925
1983-06-20T13:30:00Z,1241.69,1251.2,1232.37,1241.68,467820000,429769500,69.99046233247152,102.34430457089977,56.8946359735534,-0.9064689018504879,52.18250428415581,53.0889731860063
1983-06-27T13:30:00Z,1241.69,1243.99,1205.63,1224.76,375090000,427157000,65.42007483771972,71.5557978298818,52.3980210765736,-2.275034604365615,50.245179930549284,52.5202145349149
1983-07-04T13:30:00Z,1224.76,1224.76,1204.13,1207.23,316640000,423182500,60.97735446330429,39.936906844812135,47.964755949947644,-4.611104417313811,46.756334013272635,51.367438430586446
1983-07-11T13:30:00Z,1208.63,1216.35,1189.7,1192.3,347390000,421433500,57.40193460832637,10.23410830846904,43.52149709279633,-7.254690857621107,42.29907485856006,49.55376571618117
1983-07-18T13:30:00Z,1192.91,1231.97,1183.79,1231.16,423130000,417316500,63.41492001672201,76.61589940507893,49.182648534594655,-6.503154548160019,41.424822530981146,47.927977079141165
1983-07-25T13:30:00Z,1230.97,1252.9,1192.81,1199.21,437900000,418695000,56.369639625708935,8.62724915816588,44.35466920909296,-8.16712461905923,37.71907130531713,45.88619592437636
1983-08-01T13:30:00Z,1199.82,1199.92,1169.47,1183.29,400760000,421069500,53.198171007057695,-38.73319662793272,39.23884116511792,-10.216247552293503,33.11588648400948,43.33213403630298
1983-08-08T13:30:00Z,1183.29,1184.04,1156.45,1182.82,378250000,419161000,53.103181599289535,-49.46102905125873,34.230099204016774,-11.390090627123975,29.09452075239801,40.484611379521986
1983-08-15T13:30:00Z,1183.64,1215.44,1183.64,1194.92,384010000,423352500,55.31530559498147,-28.906125315202566,42.70000532881174,-11.125642095323556,26.577558760367538,37.703200855691094
1983-08-22T13:30:00Z,1194.92,1208.84,1176.52,1192.07,347210000,422855500,54.66128697567453,-58.0924698855314,37.68225027492679,-10.902279563096194,24.075351401820853,34.97763096491705
1983-08-29T13:30:00Z,1192.07,1216.87,1182.01,1215.44,331620000,417356000,58.94758212852509,24.32753614202733,43.867301350125274,-9.018230326733587,23.704843056500067,32.723073383233654
1983-09-05T13:30:00Z,1216.36,1249.8,1216.36,1240.61,338980000,409882500,63.00428750140666,114.46488460240957,50.49891926808472,-6.056633645293903,25.152281326616276,31.20891497191018
1983-09-12T13:30:00Z,1244.61,1259.55,1214.74,1225.71,407310000,405265000,59.27040734527013,55.49395742178176,44.123286508200124,-5.118272388655704,24.811074486090547,29.92934687474625
1983-09-19T13:30:00Z,1225.71,1261.48,1225.1,1256.91,470190000,403001000,64.07191229759513,162.9359804984768,52.62153297895824,-2.543566467252486,26.749888790680643,29.29345525793313
1983-09-26T13:30:00Z,1256.91,1264.74,1228.96,1233.12,387910000,399163000,58.41693800407854,68.90898542084854,44.72209562804792,-2.581737780982607,26.06628303170487,28.648020812687477
1983-10-03T13:30:00Z,1232.42,1274.49,1222.46,1272.15,491110000,403121000,64.02656127198567,174.49354102245582,54.33358518291463,-0.24069897884909253,28.34714708912611,28.587846067975203
1983-10-10T13:30:00Z,1272.26,1284.65,1254.27,1263.51,361540000,396841500,62.03161949878296,126.36159831201407,45.27596617321117,0.42722207603045703,29.121873663013275,28.69465158698282
1983-10-17T13:30:00Z,1265.04,1274.29,1235.87,1247.97,454240000,402992000,58.50096644395618,73.01754207440848,38.738638944955895,-0.4298637906470759,28.157321848673973,28.58718563932105
1983-10-24T13:30:00Z,1247.97,1258.33,1221.44,1224.19,408270000,401469000,53.48431549546756,1.9542559351480695,33.78506362967596,-2.722742397390597,25.183757642582805,27.906500039973402
1983-10-31T14:30:00Z,1224.39,1239.33,1214.43,1218.09,416560000,397296500,52.246625842704596,-13.179332508659279,30.145630623741145,-4.660849615338094,22.080438020800784,26.74128763613888
1983-11-07T14:30:00Z,1218.09,1250.3,1213.21,1250.3,380400000,392925500,57.79984640478241,83.47517924164818,37.24673076650045,-3.8195164969956963,21.966892014894256,25.786408511889952
1983-11-14T14:30:00Z,1250.3,1261.28,1245.73,1251.01,417120000,395027000,57.91602067833864,77.48161361121898,43.87721354739945,-3.2817390544260157,21.684234693857434,24.96597374828345
1983-11-21T14:30:00Z,1251.32,1279.67,1250.2,1276.93,381190000,398254500,62.02603394324677,132.7455292590585,50.37737394816807,-1.346092558778416,23.28335804981043,24.629450608588847
1983-11-28T14:30:00Z,1276.93,1291.67,1262.8,1265.24,499730000,405871500,59.21712327103542,92.37716885674556,44.29747064105902,-1.0328729286459684,23.338359447781386,24.371232376427354
1983-12-05T14:30:00Z,1265.04,1279.37,1255.69,1260.06,478500000,408640000,57.96448456807712,70.65790619587185,39.0650611309261,-1.3351713989830714,22.702268127698517,24.037439526681588
1983-12-12T14:30:00Z,1256.5,1262.5,1236.38,1241.26,425600000,408025000,53.53805194647166,17.750749887003373,34.588540030618184,-2.8735711602885843,20.44547557632086,23.319046736609444
1983-12-19T14:30:00Z,1241.97,1259.55,1238.92,1250.3,435970000,409785500,55.305478737440275,37.09919335662468,41.99385279124309,-3.322856595317223,19.165475992462916,22.48833258778014
1983-12-26T14:30:00Z,1250.51,1268.7,1250.51,1258.63,307860000,406266000,56.931279211689315,58.053947192415556,48.79011471779382,-3.103691064358067,18.608718757332554,21.71240982169062
1984-01-02T14:30:00Z,1257.72,1286.99,1250.81,1286.69,481900000,411160500,61.95206196859607,147.51687905455336,55.192844719088676,-1.2108459903814328,20.19885233371383,21.409698324095263
1984-01-09T14:30:00Z,1286.48,1291.87,1267.68,1270.53,516530000,419626500,57.774848710707836,85.15799620766846,49.90026169352013,-1.1874544010345431,19.925380322802084,21.112834723836627
1984-01-16T14:30:00Z,1271.14,1275.44,1256.7,1259.1,487250000,427408000,54.952517165245865,30.105505066333514,45.08643779621684,-2.0324622656528035,18.57225689177062,20.604719157423425
