time,open,high,low,close,Volume,Volume MA,RSI,CCI,RVI,Histogram,MACD,Signal
1985-11-04T00:00:00Z,129.22,129.67,128.91,129.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-11T00:00:00Z,129.38,129.53,128.5,129.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-18T00:00:00Z,129.07,129.12,126.54,126.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-25T00:00:00Z,126.5,126.98,124.77,124.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-02T00:00:00Z,124.51,126.32,124.42,125.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-09T00:00:00Z,126.07,127.68,125.62,126.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-16T00:00:00Z,126.15,126.58,125.33,125.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-23T00:00:00Z,125.88,126.62,123.55,125.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-30T00:00:00Z,124.12,124.9,121.91,124.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-06T00:00:00Z,124.68,124.71,122.91,124.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-13T00:00:00Z,124.77,125.21,124.04,124.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-20T00:00:00Z,124.84,124.97,122.68,122.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-27T00:00:00Z,122.6,122.78,121.08,121.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-03T00:00:00Z,121.78,123.26,121.08,121.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-10T00:00:00Z,121.07,121.23,118.8,118.82,NaN,NaN,13.142857142857167,NaN,NaN,NaN,NaN,NaN
1986-02-17T00:00:00Z,117.59,119.25,115.15,117.22,NaN,NaN,11.702544031311177,NaN,NaN,NaN,NaN,NaN
1986-02-24T00:00:00Z,116.48,116.86,114.21,115.08,NaN,NaN,10.107129855946766,NaN,NaN,NaN,NaN,NaN
1986-03-03T00:00:00Z,114.94,116.56,113.66,114.97,NaN,NaN,10.031425752441322,NaN,NaN,NaN,NaN,NaN
1986-03-10T00:00:00Z,116.19,117.12,114.96,115.22,NaN,NaN,11.651089202805878,NaN,NaN,NaN,NaN,NaN
1986-03-17T00:00:00Z,114.71,115.38,114.1,114.17,NaN,NaN,10.773811128263361,-136.3824674786645,NaN,NaN,NaN,NaN
1986-03-24T00:00:00Z,116.19,119.45,116.01,118.22,NaN,NaN,32.031977068454395,-61.15991787000573,38.833409918961536,NaN,NaN,NaN
1986-03-31T00:00:00Z,118.31,120.83,117.45,120.69,NaN,NaN,41.22855822745373,-13.421010079232202,48.443189098164815,NaN,NaN,NaN
1986-04-07T00:00:00Z,121.05,121.16,116.85,117.3,NaN,NaN,34.35740605833125,-66.06444654172842,41.693790287436066,NaN,NaN,NaN
1986-04-14T00:00:00Z,117.68,117.92,113.09,113.17,NaN,NaN,28.192807717537974,-122.41850362300424,36.41278378141612,NaN,NaN,NaN
1986-04-21T00:00:00Z,113.43,113.64,110.98,111.12,NaN,NaN,25.72543044340344,-137.89733026374248,31.124795967235148,NaN,NaN,NaN
1986-04-27T23:00:00Z,111.38,113.7,110.76,112.74,NaN,NaN,30.873976945658796,-102.01881615052916,41.293292115470365,NaN,-4.574470491713527,NaN
1986-05-04T23:00:00Z,111.4,113.38,110.58,111.32,NaN,NaN,28.977844839435434,-114.72760563263871,34.805047119241245,NaN,-4.6282951059622945,NaN
1986-05-11T23:00:00Z,110.72,112.9,110.5,112.87,NaN,NaN,33.76000733648927,-81.99874646091325,44.988283683403,NaN,-4.494074560362748,NaN
1986-05-18T23:00:00Z,113.29,115.71,112.3,115.46,NaN,NaN,40.91869348452577,-31.947771358790202,53.40120334808067,NaN,-4.131091801726484,NaN
1986-05-25T23:00:00Z,116.16,117.74,114.58,117.51,NaN,NaN,45.90216218206638,14.137645107794114,60.599749871580364,NaN,-3.636092867732529,NaN
1986-06-01T23:00:00Z,117.92,118.03,113.33,113.41,NaN,NaN,38.84498142621041,-64.75209970197827,51.841415833038894,NaN,-3.5339017614098367,NaN
1986-06-08T23:00:00Z,114.16,114.19,112.34,112.58,NaN,NaN,37.58520369997949,-78.40822450134047,46.21070033653151,NaN,-3.479775945784823,NaN
1986-06-15T23:00:00Z,112.15,114.73,112.02,114.72,NaN,NaN,42.7412982051692,-19.860304636876176,51.42088402930229,NaN,-3.227001862935765,NaN
1986-06-22T23:00:00Z,115.14,115.19,112.15,112.17,NaN,NaN,38.64460642527919,-87.41512711195375,46.14696711932444,0.6822086275168306,-3.1956033437470666,-3.877811971263897
