time,open,high,low,close,Volume,Volume MA,RSI,CCI,RVI,Histogram,MACD,Signal
1980-04-07T14:30:00Z,100.73,105.15,99.23,103.79,NaN,NaN,43.37839045277957,-83.19337003028114,49.62093730449196,-1.3987897363603836,-0.6504414273943553,0.7483483089660283
1980-04-14T14:30:00Z,102.94,104.42,99.97,100.55,NaN,NaN,38.49712422950484,-123.90034403934548,41.42893398342821,-1.4635849863081252,-1.081132923919128,0.38245206238899704
1980-04-21T14:30:00Z,100,105.57,98.95,105.16,NaN,NaN,47.54215600431395,-49.89745554528897,49.62158035324921,-1.1367611624906921,-1.0384993907243683,0.09826177176632395
1980-04-28T13:30:00Z,105.69,106.86,104.5,105.58,NaN,NaN,48.288323522835775,-40.2639097522902,55.110778152023165,-0.8464158378182953,-0.9597580255065452,-0.11334218768824988
1980-05-05T13:30:00Z,105.95,108.12,104.18,104.72,NaN,NaN,46.81977248097578,-49.55906009422029,51.421373280287064,-0.6739123681761585,-0.955732647908448,-0.2818202797322895
1980-05-12T13:30:00Z,104.58,107.99,103.5,107.35,NaN,NaN,51.66131479781954,-11.384765010440702,55.01592814823084,-0.3600531778888332,-0.731886752093331,-0.3718335742044978
1980-05-19T13:30:00Z,107.6,111.37,106.51,110.62,NaN,NaN,56.913623037345154,32.02020843476409,59.74605305886631,0.06761596106791501,-0.28731362286960405,-0.35492958393751906
1980-05-26T13:30:00Z,112.84,113.69,108.87,111.24,NaN,NaN,57.848800285014846,39.235307607313906,64.82205698452519,0.37492892846232734,0.11373157664039013,-0.2611973518219372
1980-06-02T13:30:00Z,110.99,114.38,110.06,113.2,NaN,NaN,60.74916069493983,63.44651681811027,69.70614922855606,0.6753562562939259,0.5829979685454703,-0.0923582877484557
1980-06-09T13:30:00Z,113.63,118.02,112.68,115.31,NaN,NaN,63.64897233422645,89.22217673353603,74.35794729294054,0.9637522777410499,1.1123320594278567,0.1485797816868068
1980-06-16T13:30:00Z,115.89,117.16,113.12,114.06,NaN,NaN,60.78398786817424,74.14891073371079,62.84405008615206,1.012865176620061,1.4146612524618831,0.4017960758418221
1980-06-23T13:30:00Z,114.38,117.98,113.35,116,NaN,NaN,63.52788734277387,103.84567722747833,67.99480423806632,1.1106952936026293,1.7901651928451088,0.6794698992424795
1980-06-30T13:30:00Z,114.61,117.8,113.54,117.48,NaN,NaN,65.51049335636614,119.97753406045034,72.51137347364107,1.2020443780935106,2.1820253718593676,0.9799809937658571
1980-07-07T13:30:00Z,118.03,119.52,116.29,117.84,NaN,NaN,65.99471850538666,119.23191086147509,76.2543738869545,1.210327121258825,2.4928898953393883,1.2825627740805634
1980-07-14T13:30:00Z,119.27,123.19,117.45,122.04,NaN,NaN,71.09370900494808,154.61668955489196,79.4000836614932,1.408412544586881,3.0430784548141645,1.6346659102272836
1980-07-21T13:30:00Z,122.17,123.9,119.94,120.78,NaN,NaN,67.8087532386069,120.98193352641036,69.79746493395396,1.363424144014357,3.33894609024523,1.9755219462308728
1980-07-28T13:30:00Z,121.07,123.93,119.4,121.21,NaN,NaN,68.34628683117293,111.98656984708956,73.36657247027706,1.2731844784765918,3.5670025443266127,2.293818065850021
1980-08-04T13:30:00Z,120.67,125.23,119.42,123.61,NaN,NaN,71.23352088863957,122.76968154830756,76.5299556264919,1.282131661858362,3.8964826431729733,2.6143509813146113
1980-08-11T13:30:00Z,124.31,126.61,122.49,125.72,NaN,NaN,73.52031003439217,131.025957972806,79.53434056041813,1.331348854523859,4.278537049469435,2.947188194945576
1980-08-18T13:30:00Z,123.83,127.78,121.91,126.02,NaN,NaN,73.8387455218112,122.35753558398855,82.29765156566596,1.2846820774279815,4.553040791730552,3.268358714302571
1980-08-25T13:30:00Z,125.36,126.29,121.06,122.38,NaN,NaN,63.81168592496569,77.74413263075908,72.80679434709076,0.9259937894748824,4.425850951146174,3.4998571616712915
1980-09-01T13:30:00Z,123.29,127.7,121.79,124.88,NaN,NaN,67.11472749826181,96.81042228212046,75.65910443204695,0.7802694248214115,4.475193942698056,3.694924517876644
1980-09-08T13:30:00Z,123.92,126.75,121.94,125.54,NaN,NaN,67.94650970519334,95.89478388559036,78.01223402481521,0.6564629402126334,4.515503193142436,3.8590402529298027
1980-09-15T13:30:00Z,125.37,130.38,124.09,129.25,NaN,NaN,72.20273752719706,126.60270516093061,80.20884166653136,0.7460319615140056,4.79158020482231,4.045548243308304
1980-09-22T13:30:00Z,129.76,132.17,125.29,126.35,NaN,NaN,64.9434549773682,85.94085410510881,72.00335547968187,0.541110144465164,4.72193592388976,4.1808257794245955
1980-09-29T13:30:00Z,123.94,130.44,122.87,129.33,NaN,NaN,68.45336531853894,117.24770889851686,74.97894578590599,0.5363640792142741,4.851280878442438,4.314916799228164
1980-10-06T13:30:00Z,131.15,132.88,129.35,130.29,NaN,NaN,69.51235196773344,121.5456436265172,77.66407295582918,0.5271989305810232,4.973915462454443,4.446716531873419
1980-10-13T13:30:00Z,131.28,135.88,129.37,131.52,NaN,NaN,70.86198581260417,128.3953295015001,80.35304237625431,0.5317736145582339,5.111433550071212,4.579659935512978
1980-10-20T13:30:00Z,131.95,134.01,128.04,129.85,NaN,NaN,66.55411198621174,96.27767586868028,70.33547795076636,0.35843710223194947,5.0277063133029145,4.669269211070965
1980-10-27T14:30:00Z,128.38,129.94,125.29,127.47,NaN,NaN,60.874361656239536,54.66702154258082,61.61914296251197,0.0365483932055124,4.714954702577856,4.678406309372344
1980-11-03T14:30:00Z,128.7,135.65,127.23,129.18,NaN,NaN,63.297895853774484,77.5065139022735,65.40573925022638,-0.10064507292208447,4.552599968219738,4.6532450411418225
1980-11-10T14:30:00Z,129.39,138.96,128.19,137.15,NaN,NaN,72.00257397015903,200.28471017393983,70.35952423229381,0.28484473523185994,5.009300960181648,4.724456224949788
1980-11-17T14:30:00Z,137.03,141.76,134.9,139.11,NaN,NaN,73.65722247245532,200.39967629523147,75.48090769756607,0.5935409025987175,5.466382353198185,4.872841450599467
1980-11-24T14:30:00Z,138.01,141.96,136.36,140.52,NaN,NaN,74.81055354606237,191.46802437707296,80.30611376542812,0.8014694255929378,5.8746782325906395,5.073208806997702
1980-12-01T14:30:00Z,138.2,140.66,132.91,134.03,NaN,NaN,61.470200422199945,82.23020748811837,66.43900768451297,0.4293525294260663,5.609899468780284,5.180546939354218
1980-12-08T14:30:00Z,131.17,133.19,125.32,129.13,NaN,NaN,53.686194706461194,0.051330749685357925,55.36590908409945,-0.18632711132630853,4.947638050196332,5.1339651615226405
1980-12-15T14:30:00Z,129.8,135.9,128.33,133.7,NaN,NaN,58.912054422403365,68.98509705260517,62.45603870772727,-0.3176142641297037,4.736947331360511,5.054561595490215
1980-12-22T14:30:00Z,135.11,137.48,132.88,136.57,NaN,NaN,61.825276309051375,103.34937044899678,68.35479179548138,-0.246177421572237,4.7468398185249185,4.9930172400971555
1980-12-29T14:30:00Z,135.63,137.51,134.04,136.34,NaN,NaN,61.44926022794832,86.90797506586935,58.142024462169026,-0.24869561316407562,4.6821477236420606,4.930843336806136
1981-01-05T14:30:00Z,137.69,140.32,131.71,133.48,NaN,NaN,56.82144996230353,35.66118190643457,50.713029238631535,-0.4647090078813578,4.349957076954439,4.814666084835797
1981-01-12T14:30:00Z,134.06,135.91,131.69,134.77,NaN,NaN,58.34526285942599,49.474754320568906,56.19807269110394,-0.537310810058754,4.143027572262355,4.680338382321109
1981-01-19T14:30:00Z,134.58,135.86,129,130.23,NaN,NaN,51.46190602619108,-36.350488798654325,49.23252482290974,-0.8870514379714889,3.5715240848567475,4.458575522828236
1981-01-26T14:30:00Z,129.86,132.41,128.57,129.55,NaN,NaN,50.50088820156059,-55.45957658633727,43.08160571671192,-1.1438053791543172,3.0288187988853394,4.172624178039657
1981-02-02T14:30:00Z,127.4,131.81,125.82,130.6,NaN,NaN,51.99171382249814,-36.93711151191775,48.83944257074635,-1.215806078452057,2.652866579974585,3.868672658426642
1981-02-09T14:30:00Z,129.75,131.39,126.04,126.98,NaN,NaN,46.76255721019105,-110.44297454399734,42.90192055677184,-1.4634900514120508,2.0393100941615785,3.5028001455736293
1981-02-16T14:30:00Z,127.66,129.25,124.66,126.58,NaN,NaN,46.209506505236,-111.55397734135357,37.149071055757226,-1.5994764262583536,1.5034546127506871,3.1029310390090408
1981-02-23T14:30:00Z,127.1,132.02,125.69,131.27,NaN,NaN,53.19863118099226,-22.149467306779734,45.460385305188275,-1.3298468409246236,1.4406224878532612,2.7704693287778848
1981-03-02T14:30:00Z,131.7,132.96,128.56,129.85,NaN,NaN,51.0364222064326,-47.268827089558776,40.07438947022568,-1.2070143942170883,1.2617013360065243,2.4687157302236127
1981-03-09T14:30:00Z,130.81,135.53,128.72,133.11,NaN,NaN,55.50736650236893,12.344225296829793,46.28274275469208,-0.8812129332696985,1.3671995636364898,2.2484124969061883
1981-03-16T14:30:00Z,134.04,136.09,132.1,134.08,NaN,NaN,56.772185022311234,26.482116481645956,52.166333680698195,-0.5894074649207175,1.5116531657552912,2.1010606306760087
1981-03-23T14:30:00Z,135.2,138.38,133.41,134.65,NaN,NaN,57.536104772470345,34.218869574722774,57.498959752284975,-0.3583906376467829,1.65307233361753,2.011462971264313
1981-03-30T14:30:00Z,134.55,137.72,133.51,135.49,NaN,NaN,58.694564066474044,55.61143521312393,62.9402448985571,-0.1595376227609715,1.8120409428130984,1.9715785655740699
1981-04-06T14:30:00Z,134.15,136.23,132.59,134.51,NaN,NaN,56.74941100999913,41.401653207554915,54.61416046696711,-0.10705299562750348,1.8377623210396905,1.944815316667194
1981-04-13T14:30:00Z,133.43,135.82,131.58,134.7,NaN,NaN,57.04662238518874,57.65583183932097,60.791409927260695,-0.07414990709310554,1.852127932800812,1.9262778398939175
1981-04-20T14:30:00Z,134.96,136.38,132.72,135.14,NaN,NaN,57.770349177466386,66.4955431256857,65.49937839208692,-0.03912156327426475,1.8773758858010865,1.9164974490753512
1981-04-27T13:30:00Z,135.39,136.56,131.43,132.72,NaN,NaN,52.528113881103856,0.11133377866818868,60.204369984482334,-0.1870267468430602,1.682714015521526,1.8697407623645863
1981-05-04T13:30:00Z,130.68,132.69,128.93,131.66,NaN,NaN,50.371980006815626,-26.28968253968276,55.19946611208301,-0.3546193926629715,1.4264665215358718,1.7810859141988433
1981-05-11T13:30:00Z,130.35,133.21,128.78,132.17,NaN,NaN,51.40550266929514,-6.591337099812203,58.188697683889,-0.42476429346301314,1.2501305473700768,1.67489484083309
1981-05-18T13:30:00Z,132.56,133.65,130.42,131.33,NaN,NaN,49.57427142712604,-25.53178133998623,53.419732642566665,-0.5153394463603373,1.0307205328826683,1.5460599792430056
1981-05-25T13:30:00Z,132.23,134.92,130.64,132.59,NaN,NaN,52.31813643970154,15.70622011099959,57.50481796954349,-0.4787801294314429,0.947584817453702,1.426364946885145
1981-06-01T13:30:00Z,132.84,134.62,128.77,132.22,NaN,NaN,51.43308403021621,8.412251081152228,52.2531031400183,-0.4673834448848091,0.8421356407791336,1.3095190856639427
1981-06-08T13:30:00Z,132.4,135.09,130.94,133.49,NaN,NaN,54.291344789902034,46.92909569311755,56.247351616053464,-0.3666294137964594,0.8512323184183685,1.217861732214828
1981-06-15T13:30:00Z,134.02,135.67,130.49,132.27,NaN,NaN,51.17557849872377,-0.018752930144891756,51.58936833674452,-0.37321998214347296,0.7513367545354868,1.1245567366789597
1981-06-22T13:30:00Z,132.19,134.3,131.1,132.56,NaN,NaN,51.88248233780004,7.515772329007109,55.22931087718187,-0.3495312611243022,0.6876426602735819,1.0371739213978841
1981-06-29T13:30:00Z,132.19,133.5,127.84,128.64,NaN,NaN,42.85103588116098,-158.08629110025768,49.908340565602444,-0.5759815822626739,0.31719694356954165,0.8931785258322156
1981-07-06T13:30:00Z,127.6,130.43,126.39,129.37,NaN,NaN,44.77884284228508,-147.3703474938796,55.595805762970876,-0.6492783937141693,0.08158053368950391,0.7308589274036732
1981-07-13T13:30:00Z,129.75,131.6,128.14,130.76,NaN,NaN,48.35148596462833,-81.19168071950503,60.813672030770526,-0.5791397174824736,0.006934280550581207,0.5860739980330548
1981-07-20T13:30:00Z,129.1,130.6,125.96,128.46,NaN,NaN,43.35338665443267,-172.6557152635182,52.49649293776737,-0.6569424446079755,-0.23510405772691456,0.4218383868810609
1981-07-27T13:30:00Z,129.64,131.78,128.28,130.92,NaN,NaN,49.380444221078655,-60.85693536674028,58.97295856706178,-0.5181240452485534,-0.22581666967963088,0.2923073755689225
1981-08-03T13:30:00Z,130.53,134.04,129.42,131.75,NaN,NaN,51.26454480690306,-22.481625594466482,64.39440617081935,-0.3536506928558977,-0.14975599050094957,0.20389470235494808
1981-08-10T13:30:00Z,132.23,135.49,130.83,135.49,NaN,NaN,58.720428557846354,133.4004953196488,70.21221446530492,0.004796165341823699,0.2098899090322277,0.205093743690404
1981-08-17T13:30:00Z,131.66,133.02,128.7,129.23,NaN,NaN,46.027567198330864,-116.31277172201025,59.25890685391136,-0.17215608713283279,-0.010101365225636982,0.1620547219071958
1981-08-24T13:30:00Z,126.37,128.59,122.85,124.08,NaN,NaN,38.62966134808959,-259.15221579961593,47.460438565580446,-0.6041800149142766,-0.59317029673565,0.011009718178626615
1981-08-31T13:30:00Z,123.55,125.58,119.24,120.07,NaN,NaN,34.04166187027498,-289.017028073313,35.867771782303805,-1.0993013338193118,-1.363116949095513,-0.26381561527620134
1981-09-07T13:30:00Z,118.31,122.18,116.85,121.61,NaN,NaN,37.12987872301538,-194.29372010634097,51.451651155964825,-1.2513222331012113,-1.8279684066527153,-0.5766461735515042
